grid_xy,,,,,,,,,,,,,,,,,,
id,Shape_Leng,Shape_Area,num_occurrences,PA_count,RoadLength,RoadDensity,GDP,TravelTime,Elevation,n_total,n_in_pa,pa_ratio,topographic_roughness,mean_pop,log_TravelTime,log_mean_pop,region,sampling_effort
690,110.2077619,82.15854469,84,4,168.9937966,0.270390075,0.005311902,560.1025641,1680.036876,84,74,0.880952381,123.4382324,23.15819359,6.329903713,3.184623602,1,1
691,110.2077619,82.15854469,50,3,252.5460159,0.404073625,0.023321791,438.5501222,1580.285158,50,32,0.64,124.3678894,29.61856842,6.085751754,3.421606636,1,1
692,110.2077619,82.15854469,7,1,0,0,0.005651,572.7300613,1707.673185,7,0,0,136.4664154,14.56438637,6.352159009,2.744985379,1,1
693,110.2077619,82.15854469,8,0,2.845516853,0.004552827,0.036577744,264.0709914,1152.72978,8,0,0,148.5181122,27.36724281,5.579997682,3.345235057,1,1
694,110.2077619,82.15854469,9,0,62.23512329,0.099576197,0.042622648,181.2622549,1717.942639,9,0,0,132.5093384,43.08764267,5.205446611,3.786179532,1,1
695,110.2077619,82.15854469,1,2,0,0,0.003727466,512.5300613,2242.637999,1,0,0,134.7999878,16.36828804,6.24130857,2.854646017,1,1
696,110.2077619,82.15854469,6,2,35.61412843,0.056982605,0.007866642,359.8759214,1722.167188,6,0,0,126.5505524,30.39142609,5.888534191,3.446534801,1,1
697,110.2077619,82.15854469,4,0,90.72768863,0.145164302,0.001555352,330.6174662,1728.783429,4,0,0,110.32421875,26.74213219,5.803982094,3.322952275,1,1
698,110.2077619,82.15854469,17,0,127.8130835,0.204500934,0.004295625,252.698647,949.6249526,17,0,0,90.31085205,100.4309387,5.536147133,4.61937816,1,1
699,110.2077619,82.15854469,39,0,8.444140331,0.013510625,0.007107138,333.399754,339.3302425,39,0,0,46.91035843,83.55265045,5.812337146,4.437374423,1,1
700,110.2077619,82.15854469,36,0,56.80777542,0.090892441,0.004241445,433.7343173,568.610719,36,0,0,70.30687714,64.99121857,6.07473508,4.189521681,1,1
701,110.2077619,82.15854469,0,0,22.90348908,0.036645583,0.0072113,339.7225647,538.1411446,0,0,0,72.98823547,88.7492218,5.831068553,4.497019357,1,0
702,110.2077619,82.15854469,25,0,18.79819821,0.030077117,0.289194175,89.51970443,306.5185088,25,0,0,49.64254761,385.8992004,4.505567556,5.958164195,1,1
769,110.2077619,82.15854469,14,3,100.4573869,0.160731819,0.02767636,73.83373786,265.8394234,14,12,0.857142857,22.97093582,465.491333,4.315268824,6.145239441,2,1
771,110.2077619,82.15854469,127,2,135.2051874,0.2163283,0.602729368,44.01476015,479.1984284,127,39,0.307086614,31.38704681,472.7503662,3.806990439,6.160680529,2,1
772,110.2077619,82.15854469,33,0,193.2736535,0.309237846,0.055290131,46.7508982,649.9316544,33,0,0,67.84362793,120.3238602,3.865997877,4.7984635,2,1
773,110.2077619,82.15854469,3,0,267.457543,0.427932069,0.03999188,82.8392638,859.4750709,3,0,0,93.83789825,73.72016907,4.42890144,4.313750057,2,1
774,110.2077619,82.15854469,3,0,318.5442523,0.509670804,0.03652017,79.96419753,1109.975383,3,0,0,108.0116959,89.76721954,4.394007051,4.508298202,2,1
775,110.2077619,82.15854469,12,0,284.181071,0.454689714,0.09435299,85.7004717,1049.162879,12,0,0,102.6177063,111.4717331,4.462459324,4.722701929,2,1
776,110.2077619,82.15854469,7,0,304.7916986,0.487666718,0.05530243,143.4308642,1500.920016,7,0,0,115.8497009,103.7512894,4.972800945,4.651588868,2,1
777,110.2077619,82.15854469,15,0,354.5268322,0.567242931,0.073964367,191.2617284,2050.298837,15,0,0,105.90242,108.6290131,5.258857612,4.697102057,2,1
778,110.2077619,82.15854469,2,0,304.8062726,0.487690036,0.033147272,285.7586619,1621.173878,2,0,0,115.9742126,99.72727966,5.658640963,4.612416663,2,1
779,110.2077619,82.15854469,1,1,301.429987,0.482287979,0.017938559,348.6037037,2119.665666,1,0,0,132.3995361,66.27337646,5.856800238,4.208764564,2,1
780,110.2077619,82.15854469,113,1,364.3895365,0.583023258,0.080396276,160.1197531,996.1394966,113,0,0,92.63191223,135.4134216,5.082147896,4.91569014,1,1
781,110.2077619,82.15854469,89,0,165.4024659,0.264643945,0.028172805,304.130227,2206.280449,89,0,0,120.6405411,69.37265778,5.720738659,4.253804804,1,1
782,110.2077619,82.15854469,77,1,140.7984474,0.225277516,0.054217265,288.8123457,1814.127956,77,9,0.116883117,121.4759598,127.1199493,5.66923363,4.852966929,1,1
783,110.2077619,82.15854469,55,2,28.22761525,0.045164184,0.009738868,453.0742996,2833.01707,55,18,0.327272727,136.6725159,52.71823883,6.11826084,3.983752587,1,1
784,110.2077619,82.15854469,25,1,59.94548869,0.095912782,0.104312114,164.6291866,2264.721685,25,1,0.04,131.7975006,194.7598267,5.109751474,5.276888534,1,1
785,110.2077619,82.15854469,74,0,84.85324662,0.135765195,0.478885203,109.5326757,1710.858565,74,0,0,115.8720551,361.6321411,4.705311185,5.893388935,1,1
786,110.2077619,82.15854469,57,1,187.993912,0.300790259,0.06480843,117.0452323,3272.740946,57,0,0,123.0575409,63.48819733,4.771067875,4.16648222,1,1
787,110.2077619,82.15854469,1,2,173.7423061,0.27798769,0.002018464,326.4975845,3605.061004,1,0,0,111.9236145,21.13019753,5.79148068,3.09694308,1,1
788,110.2077619,82.15854469,8,2,131.3437802,0.210150048,0.165124416,195.0892421,3406.718863,8,0,0,103.8213577,75.35669708,5.278569872,4.335415743,1,1
789,110.2077619,82.15854469,20,0,251.2867437,0.40205879,0.453955569,58.3607362,2921.24796,20,0,0,98.91363525,128.9908447,4.083633001,4.867464023,1,1
790,110.2077619,82.15854469,2,1,45.41850089,0.072669601,0.107154172,218.3159806,3073.063768,2,1,0.5,104.5296326,303.3463745,5.390513524,5.718166443,1,1
791,110.2077619,82.15854469,21,4,64.88156447,0.103810503,0.011547571,223.2959805,2156.4499,21,11,0.523809524,121.1148148,48.17778015,5.412966521,3.895441899,1,1
792,110.2077619,82.15854469,21,2,59.18919937,0.094702719,0.007577416,585.6683047,3144.501585,21,11,0.523809524,130.7543793,21.15678787,6.374459591,3.0981439,1,1
793,110.2077619,82.15854469,45,3,162.5157919,0.260025267,0.012190665,390.9634592,2318.488048,45,21,0.466666667,138.6670074,47.54489899,5.971168619,3.882489122,1,1
794,110.2077619,82.15854469,6,2,150.9290485,0.241486478,0.009567343,563.7057387,3107.137045,6,2,0.333333333,124.3077545,14.68032169,6.336304779,2.752406531,1,1
795,110.2077619,82.15854469,38,3,10.48758235,0.016780132,0.004536101,436.1713586,2557.997507,38,21,0.552631579,126.3464432,12.23809528,6.080325243,2.583098679,1,1
796,110.2077619,82.15854469,52,3,24.66169489,0.039458712,0.097144486,271.7591687,1728.384259,52,0,0,129.9274292,52.73443985,5.60858924,3.984054134,1,1
797,110.2077619,82.15854469,43,1,54.67821366,0.087485142,0.111385546,231.3157895,1911.84989,43,0,0,125.0125427,58.08415222,5.448097608,4.078962737,1,1
798,110.2077619,82.15854469,15,2,0,0,0.02740106,411.9840686,2939.497719,15,5,0.333333333,119.659874,26.31580353,6.023409017,3.307465419,1,1
799,110.2077619,82.15854469,5,2,23.89561063,0.038232977,0.012529294,447.7386503,3358.123241,5,3,0.6,110.5902405,3.520189285,6.106440648,1.50855387,1,1
800,110.2077619,82.15854469,14,0,175.3934064,0.28062945,0.057715615,187.6818182,2336.891577,14,0,0,115.3609619,47.09159851,5.240062095,3.873107495,1,1
801,110.2077619,82.15854469,15,0,266.0232043,0.425637127,0.145703012,235.1835985,1652.702013,15,0,0,117.7364197,71.17280579,5.464609462,4.279063324,1,1
802,110.2077619,82.15854469,0,0,113.1073982,0.180971837,0.033998607,270.3161765,999.1641948,0,0,0,117.5205154,44.93268204,5.603284844,3.827176891,1,0
803,110.2077619,82.15854469,0,0,125.7836575,0.201253852,0.005960074,217.2472325,1135.385493,0,0,0,93.61306,63.0387001,5.385628514,4.15948759,1,0
804,110.2077619,82.15854469,1,0,71.12542525,0.11380068,0.002748469,258.3205919,1670.602352,1,0,0,87.57795715,35.25909042,5.558065103,3.59069012,1,1
805,110.2077619,82.15854469,2,0,58.48206983,0.093571312,0.090419152,229.5745993,1300.730948,2,0,0,97.68076324,51.11500931,5.440574451,3.953452994,1,1
806,110.2077619,82.15854469,53,0,94.71894143,0.151550306,0.450915874,118.3987654,494.6829752,53,0,0,67.11680603,339.9713135,4.782468861,5.831798349,1,1
870,110.2077619,82.15854469,14,3,168.5981282,0.269757005,0.127401117,63.24420024,232.21662,14,1,0.071428571,29.50742531,279.8742371,4.162691451,5.637907014,2,1
871,110.2077619,82.15854469,91,3,119.3955499,0.19103288,0.400599794,53.67270531,198.6223114,91,74,0.813186813,12.42267323,597.571106,4.001364596,6.394545325,2,1
872,110.2077619,82.15854469,348,4,134.9032301,0.215845168,0.992689862,39.28850856,246.3049944,348,256,0.735632184,10.87327099,965.4737549,3.696066281,6.873654143,2,1
873,110.2077619,82.15854469,20,5,139.1870701,0.222699312,0.132644648,50.84428224,532.8931123,20,15,0.75,55.07101822,228.4297028,3.948244654,5.435596677,2,1
874,110.2077619,82.15854469,37,1,235.8788745,0.377406199,0.045127553,41.83675937,1237.746565,37,1,0.027027027,110.3664017,106.541687,3.757396598,4.677878559,2,1
875,110.2077619,82.15854469,97,1,991.380157,1.586208251,2.368113361,14.54791155,1634.162488,97,37,0.381443299,95.03504181,1214.845581,2.743926324,7.103195065,2,1
876,110.2077619,82.15854469,165,0,757.3469956,1.211755193,1.448049166,17.19567827,1667.467474,165,0,0,77.09378052,1280.305908,2.901184108,7.155635078,2,1
877,110.2077619,82.15854469,18,0,235.2760404,0.376441665,0.108462216,34.79436965,1220.513554,18,0,0,96.34203339,172.8450623,3.577790609,5.158164456,2,1
878,110.2077619,82.15854469,29,0,246.9400202,0.395104032,0.070593868,77.37897311,1807.000168,29,0,0,98.21549225,137.1207275,4.361555691,4.92812814,2,1
879,110.2077619,82.15854469,30,2,276.1650606,0.441864097,0.099812208,123.0837321,2159.21107,30,5,0.166666667,102.3863831,108.7181854,4.820956596,4.697915128,2,1
880,110.2077619,82.15854469,46,1,194.2027542,0.310724407,0.020499588,222.4234568,3179.080012,46,8,0.173913043,121.6420822,50.71523666,5.40906888,3.945752451,2,1
881,110.2077619,82.15854469,50,3,219.46646,0.351146336,0.017661678,389.1003584,3049.423344,50,18,0.36,142.5090332,70.20721436,5.966404035,4.265594139,2,1
882,110.2077619,82.15854469,3,2,54.07855409,0.086525687,0.001933206,785.8419753,3485.958569,3,3,1,154.4255676,41.06197739,6.668027434,3.739144183,2,1
883,110.2077619,82.15854469,159,2,213.7783565,0.34204537,0.017050217,510.1950617,2271.126766,159,101,0.635220126,134.7025452,49.70951843,6.236751243,3.926113633,2,1
884,110.2077619,82.15854469,47,1,80.3235617,0.128517699,0.002363287,725.0011947,3424.766437,47,0,0,151.6260376,32.26550674,6.58755166,3.504521027,1,1
885,110.2077619,82.15854469,65,1,132.1924937,0.21150799,0.008433987,767.9493827,3459.945724,65,63,0.969230769,140.1130524,42.8927002,6.645025145,3.781748024,1,1
886,110.2077619,82.15854469,18,2,16.82021611,0.026912346,0.001758236,512.0763723,4751.120508,18,18,1,144.2639465,8.56556797,6.240424708,2.258169981,1,1
887,110.2077619,82.15854469,1,2,32.70033884,0.052320542,0.001173648,516.6019536,4556.468057,1,1,1,155.5133209,4.058538914,6.249206518,1.621077689,1,1
888,110.2077619,82.15854469,177,1,169.3247089,0.270919534,0.008638919,329.5012255,2792.110828,177,4,0.02259887,150.6095581,78.84159088,5.800610367,4.380044558,1,1
889,110.2077619,82.15854469,12,0,236.0222653,0.377635625,0.00582641,290.7382953,3863.253986,12,0,0,137.2604523,79.24068451,5.675857151,4.385030674,1,1
890,110.2077619,82.15854469,50,1,207.067246,0.331307594,0.010710767,184.5842558,4284.993326,50,0,0,106.4622345,75.95436096,5.223508988,4.343212531,1,1
891,110.2077619,82.15854469,10,3,5.154572163,0.008247315,0.026987544,222.9369697,4020.6123,10,2,0.2,117.3737564,53.99827194,5.411364627,4.007301766,1,1
892,110.2077619,82.15854469,7,1,41.58466979,0.066535472,0.367436467,242.657385,3804.339155,7,2,0.285714286,114.9454727,511.815155,5.495763079,6.239915459,1,1
893,110.2077619,82.15854469,199,3,94.64725328,0.151435605,0.335504655,101.9730392,2347.473854,199,46,0.231155779,103.3273544,128.3027039,4.634467199,4.862156197,1,1
894,110.2077619,82.15854469,53,2,53.22841985,0.085165472,0.036377929,154.9526699,2643.012783,53,8,0.150943396,116.0068893,48.99829865,5.049552563,3.911988978,1,1
895,110.2077619,82.15854469,16,3,116.8408461,0.186945354,0.014874897,240.8505468,3281.628087,16,3,0.1875,104.6689148,22.20100975,5.48831996,3.144195801,1,1
896,110.2077619,82.15854469,133,2,211.1167685,0.33778683,0.009566319,259.7090465,3077.174423,133,84,0.631578947,103.6147842,33.43258667,5.563405021,3.539003403,1,1
897,110.2077619,82.15854469,47,2,122.1698234,0.195471717,0.027964073,213.0133983,3153.774573,47,17,0.361702128,80.37355804,48.22029114,5.366038622,3.89630596,1,1
898,110.2077619,82.15854469,3,2,12.00050525,0.019200808,0.005814399,471.8791209,2930.440713,3,1,0.333333333,117.0423279,16.43001366,6.158839797,2.858193643,1,1
899,110.2077619,82.15854469,5,2,8.024352142,0.012838963,0.009980732,522.5243902,2659.043081,5,2,0.4,114.3438263,31.25565147,6.26058362,3.473693267,1,1
900,110.2077619,82.15854469,34,2,7.821995644,0.012515193,0.021131637,357.6234719,2404.610275,34,1,0.029411765,116.4749298,40.3035202,5.882273013,3.720947731,1,1
901,110.2077619,82.15854469,3,2,137.596639,0.220154622,0.047365895,360.7457213,2722.662745,3,0,0,127.4691925,49.39538956,5.890941538,3.919899694,1,1
902,110.2077619,82.15854469,3,1,95.33573822,0.152537181,0.010775682,291.8594132,3625.548417,3,1,0.333333333,120.0917206,19.11001205,5.679692675,3.001217803,1,1
903,110.2077619,82.15854469,1,0,134.4020372,0.21504326,0.003597904,454.7802198,3026.978405,1,0,0,119.692421,12.30454063,6.122010719,2.588105378,1,1
904,110.2077619,82.15854469,0,0,123.6507079,0.197841133,0.001729208,471.991411,2379.025566,0,0,0,118.2380219,18.75893784,6.15907723,2.983605938,1,0
905,110.2077619,82.15854469,0,0,281.1380535,0.449820886,0.002422075,606.9791155,1552.855184,0,0,0,110.0812836,12.69681168,6.410140532,2.617163081,1,0
906,110.2077619,82.15854469,0,0,165.9341742,0.265494679,0.004406978,343.7417381,1217.547785,0,0,0,101.5756531,34.60935974,5.842795551,3.572608517,1,0
907,110.2077619,82.15854469,1,0,110.4513432,0.176722149,0.001890791,820.527027,2460.658817,1,0,0,100.0921249,3.284189939,6.711164837,1.454931489,1,1
908,110.2077619,82.15854469,0,0,0,0,0.004227009,246.435049,1575.990034,0,0,0,82.39582825,16.63989067,5.511148119,2.870162853,1,0
909,110.2077619,82.15854469,10,0,121.2995989,0.194079358,0.08446185,162.2475369,1346.590168,10,0,0,92.63101959,96.11618042,5.09526768,4.575907998,1,1
910,110.2077619,82.15854469,2,0,88.09753783,0.140956061,0.020542287,297.0628079,707.3023051,2,0,0,75.1621933,153.8542938,5.697304229,5.042484635,1,1
967,110.2077619,82.15854469,8,0,143.2344515,0.229175122,0.046452865,113.3535844,316.9957067,8,0,0,31.52578735,171.9122162,4.739295266,5.152784045,2,1
968,110.2077619,82.15854469,7,0,203.0359925,0.324857588,0.063499847,83.59756098,327.5583989,7,0,0,33.48711014,284.9801025,4.437905436,5.655922237,2,1
969,110.2077619,82.15854469,2,0,175.2428337,0.280388534,0.057593048,97.49756691,454.70109,2,0,0,48.94860077,135.6148987,4.590031846,4.917166009,2,1
970,110.2077619,82.15854469,9,0,158.226073,0.253161717,0.092487312,61.91727494,622.8420661,9,0,0,62.05130386,218.9766541,4.141820767,5.393521423,2,1
971,110.2077619,82.15854469,29,0,126.187593,0.201900149,0.547766754,24.36043689,845.5236262,29,0,0,86.0831604,388.8096313,3.233190357,5.965658495,2,1
972,110.2077619,82.15854469,8,0,213.4443766,0.341511003,0.098740344,46.85714286,964.2702737,8,0,0,98.01902771,109.6053925,3.868220383,4.705968844,2,1
973,110.2077619,82.15854469,3,0,255.5990891,0.408958543,0.060469985,73.05090909,721.2878897,3,0,0,92.32701874,122.9658051,4.304752817,4.820005762,2,1
974,110.2077619,82.15854469,19,1,250.7143695,0.401142991,0.056703031,47.85505481,635.2301233,19,0,0,90.56024933,117.9577179,3.888857849,4.778768118,2,1
975,110.2077619,82.15854469,59,1,303.7863627,0.48605818,0.300340748,23.3535109,614.1200724,59,0,0,92.28945923,209.1912842,3.192676024,5.348017993,2,1
976,110.2077619,82.15854469,18,0,289.5621643,0.463299463,0.030475534,46.47087379,895.6500586,18,0,0,113.4298248,128.5395355,3.86011634,4.863986128,2,1
977,110.2077619,82.15854469,27,0,302.4283284,0.483885325,0.112349538,34.23386114,952.1429301,27,0,0,94.63130188,190.8279724,3.562007585,5.256598993,2,1
978,110.2077619,82.15854469,46,1,955.6410159,1.529025625,2.971826327,17.69193742,1142.581329,46,0,0,78.23913574,1083.296875,2.928092277,6.988687014,2,1
979,110.2077619,82.15854469,81,1,592.1344186,0.94741507,1.129469608,22.19135802,1533.074198,81,32,0.395061728,86.26442719,919.15448,3.14377971,6.824541569,2,1
980,110.2077619,82.15854469,12,2,240.7056149,0.385128984,0.101217483,52.66903073,1582.385199,12,6,0.5,107.4973068,167.915802,3.982836126,5.129400378,2,1
981,110.2077619,82.15854469,52,1,307.3391365,0.491742618,0.032823759,99.3037037,2429.707076,52,26,0.5,125.685791,110.9770126,4.608202621,4.718293606,2,1
982,110.2077619,82.15854469,38,1,262.8035597,0.420485696,0.020566913,213.7264038,2805.405113,38,36,0.947368421,150.5620575,90.78733826,5.369364677,4.519474361,2,1
983,110.2077619,82.15854469,10,4,39.29654211,0.062874467,0.001517198,500.562963,5037.61988,10,10,1,144.9431763,4.954035759,6.217729149,1.784069268,2,1
984,110.2077619,82.15854469,87,4,197.7248155,0.316359705,0.003936994,470.0430108,4655.153606,87,87,1,153.9629211,25.97499847,6.154949408,3.294910455,2,1
985,110.2077619,82.15854469,11,4,4.668752281,0.007470004,9.26992629463879E-05,1133.619753,5570.085157,11,11,1,135.4371033,39.05567932,7.034052854,3.690270469,2,1
986,110.2077619,82.15854469,42,2,48.94368638,0.078309898,0.0012235,1284.493317,4077.185877,42,40,0.952380952,140.9516602,40.09521866,7.158897828,3.71589178,2,1
987,110.2077619,82.15854469,26,1,159.3606721,0.254977075,0.001949432,617.0521845,3786.524382,26,6,0.230769231,141.1770782,36.74496078,6.426572895,3.630851978,1,1
988,110.2077619,82.15854469,0,1,108.1718266,0.173074923,0.001635726,910.6498771,5042.573296,0,0,0,116.6121063,1.905625582,6.81525601,1.066648714,1,0
989,110.2077619,82.15854469,6,2,0,0,0.0003379,957.1020408,5550.289629,6,6,1,131.5484314,10.86251545,6.864954287,2.473383466,1,1
990,110.2077619,82.15854469,1,2,39.69393038,0.063510289,0.000966697,774.8229548,5451.51183,1,0,0,104.9442444,2.907203197,6.653924343,1.362821823,1,1
991,110.2077619,82.15854469,164,1,205.5777512,0.328924402,0.005920957,392.1553166,4454.535362,164,38,0.231707317,126.1083527,27.1811409,5.974204741,3.338652992,1,1
992,110.2077619,82.15854469,8,0,109.866567,0.175786507,0.002240597,434.8839506,4764.692597,8,0,0,123.7518234,18.30556297,6.07737604,2.960393291,1,1
993,110.2077619,82.15854469,0,0,134.4482838,0.215117254,0.000749072,243.8566308,4695.177532,0,0,0,61.34404373,113.024353,5.500672859,4.736412049,1,0
994,110.2077619,82.15854469,28,2,63.91545515,0.102264728,0.001184169,255.8380368,4810.188949,28,28,1,92.08457947,91.19910431,5.548445679,4.523950416,1,1
995,110.2077619,82.15854469,6,1,0,0,0.002060403,532.0012077,4440.617142,6,6,1,124.2715988,34.9709053,6.27852369,3.582710426,1,1
996,110.2077619,82.15854469,27,1,25.62744148,0.041003906,0.002779833,358.7127273,3312.373684,27,24,0.888888889,126.4916534,32.71886063,5.885305733,3.518057343,1,1
997,110.2077619,82.15854469,2,3,0,0,0.001020992,897.3235653,3588.316881,2,2,1,149.9301453,3.045680761,6.800530321,1.397649833,1,1
998,110.2077619,82.15854469,6,2,0,0,0.000648168,1113.129697,4594.907872,6,6,1,108.1081314,0.652900219,7.015828838,0.502531453,1,1
999,110.2077619,82.15854469,5,1,0,0,0.000417486,1070.343902,4235.160478,5,5,1,124.009285,1.650229812,6.976669123,0.974646358,1,1
1000,110.2077619,82.15854469,0,1,0,0,0.001129063,755.8784933,4133.462995,0,0,0,124.0041122,6.255108833,6.62920273,1.981705887,1,0
1001,110.2077619,82.15854469,16,3,0,0,0.003908839,694.0572473,2949.708529,16,4,0.25,136.1397858,23.93602943,6.543994212,3.216313723,1,1
1002,110.2077619,82.15854469,15,3,0,0,0.005537246,778.0888078,3185.476958,15,3,0.2,127.4921646,20.38004684,6.658125042,3.062458097,1,1
