species_name,Genus_name,decimalLongitude,decimalLatitude,countryCode,gbifID,family,taxonRank,year,basisOfRecord,datasetName,institutionCode,Lieform,Source,Endemic,,,,,Family ,Number of occurances of each family ,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,83.025000000000006,28.608332999999998,NPL,3312498549,Caprifoliaceae,SPECIES,2014,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.542800000000000,29.565200000000001,CHN,3028071757,Caprifoliaceae,SPECIES,2009,MATERIAL_SAMPLE,NMNH Material Samples (USNM),US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,93.942200000000000,30.004600000000000,CHN,1320087185,Caprifoliaceae,SPECIES,2009,PRESERVED_SPECIMEN,NMNH Extant Biology,US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.543599999999998,29.565000000000001,CHN,3027960583,Caprifoliaceae,SPECIES,2006,MATERIAL_SAMPLE,NMNH Material Samples (USNM),US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.996099999999998,28.104399999999998,CHN,1317451182,Caprifoliaceae,SPECIES,2006,PRESERVED_SPECIMEN,NMNH Extant Biology,US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.996099999999998,28.104700000000001,CHN,3027968897,Caprifoliaceae,SPECIES,2006,MATERIAL_SAMPLE,NMNH Material Samples (USNM),US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.540000000000006,29.570000000000000,CHN,4017157886,Caprifoliaceae,SPECIES,2006,PRESERVED_SPECIMEN,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,93.920000000000002,30.010000000000002,CHN,2814581490,Caprifoliaceae,SPECIES,2000,PRESERVED_SPECIMEN,NA,HAST,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,93.923100000000005,30.005800000000001,CHN,147058594,Caprifoliaceae,SPECIES,2000,OCCURRENCE,NA,A,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.879999999999995,29.920000000000002,CHN,615418549,Caprifoliaceae,SPECIES,1994,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.920000000000002,29.579999999999998,CHN,615418605,Caprifoliaceae,SPECIES,1989,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,87.125000000000000,27.750000000000000,NPL,2516798612,Caprifoliaceae,SPECIES,1988,PRESERVED_SPECIMEN,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,97.459999999999994,28.660000000000000,CHN,2417495931,Caprifoliaceae,SPECIES,1982,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,95.760000000000005,29.850000000000001,CHN,2417707155,Caprifoliaceae,SPECIES,1982,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.359999999999999,29.629999999999999,CHN,2417652603,Caprifoliaceae,SPECIES,1980,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,94.219999999999999,29.219999999999999,CHN,4044485088,Caprifoliaceae,SPECIES,1977,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,95.769999999999996,29.870000000000001,CHN,4043283598,Caprifoliaceae,SPECIES,1976,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,88.900000000000006,27.480000000000000,CHN,2417311593,Caprifoliaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.290000000000006,28.850000000000001,CHN,2417395520,Caprifoliaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.980000000000004,28.170000000000002,CHN,4043229919,Caprifoliaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.299999999999997,28.850000000000001,CHN,4043291616,Caprifoliaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,91.950000000000003,28.000000000000000,CHN,4043983032,Caprifoliaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,85.333330000000004,28.116669999999999,NPL,2515332836,Caprifoliaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,82.983333000000002,28.883333000000000,NPL,788643146,Caprifoliaceae,SPECIES,1973,PRESERVED_SPECIMEN,NA,LD,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum himalayanum,Triosteum,88.583332999999996,27.850000000000001,IND,5072869739,Caprifoliaceae,SPECIES,1897,PRESERVED_SPECIMEN,NA,K,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum setiferum,Polystichum,73.642122999999998,33.654344000000002,PAK,3994949384,Dryopteridaceae,SPECIES,2021,PRESERVED_SPECIMEN,NA,UAJK,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.385717000000000,28.250698000000000,NPL,4987564438,Pinaceae,VARIETY,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.050918999999993,28.309875999999999,NPL,3963230575,Pinaceae,VARIETY,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.397392999999994,28.024189000000000,NPL,3986204954,Pinaceae,SPECIES,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.584935000000002,28.267786999999998,NPL,2882964332,Pinaceae,VARIETY,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.224323999999996,28.058821999999999,NPL,1703207762,Pinaceae,VARIETY,2017,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.211225999999996,28.263013999999998,NPL,3705541360,Pinaceae,VARIETY,2017,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.229721999999995,28.155833000000001,NPL,1423597006,Pinaceae,SPECIES,2016,LIVING_SPECIMEN,Royal Botanic Garden Edinburgh Living Collection,E,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.340000000000003,28.110278000000001,NPL,1423596891,Pinaceae,SPECIES,2016,LIVING_SPECIMEN,Royal Botanic Garden Edinburgh Living Collection,E,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,84.795439000000002,28.492021000000001,NPL,4993776020,Pinaceae,VARIETY,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,84.659743000000006,28.462319000000001,NPL,4994128474,Pinaceae,VARIETY,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.433333000000005,28.149999999999999,NPL,574666131,Pinaceae,VARIETY,2001,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.549999999999997,28.216667000000001,NPL,4518271302,Pinaceae,SPECIES,2001,PRESERVED_SPECIMEN,Tropicos,MO,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.530277999999996,28.213611000000000,NPL,574824763,Pinaceae,VARIETY,2001,LIVING_SPECIMEN,Royal Botanic Garden Edinburgh Living Collection,E,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,94.533332999999999,29.564444000000002,CHN,575059949,Pinaceae,VARIETY,2000,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.569999999999993,28.219999999999999,NPL,615345906,Pinaceae,SPECIES,1995,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.230000000000004,28.550000000000001,CHN,615345865,Pinaceae,SPECIES,1993,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.500000000000000,28.183333000000001,NPL,575285720,Pinaceae,VARIETY,1992,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.290000000000006,28.850000000000001,CHN,2417395648,Pinaceae,SPECIES,1990,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,87.219999999999999,27.930000000000000,CHN,615345945,Pinaceae,SPECIES,1989,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.299999999999997,28.850000000000001,CHN,4043081019,Pinaceae,VARIETY,1982,PRESERVED_SPECIMEN,NA,N,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.340000000000003,28.111000000000001,NPL,4539314356,Pinaceae,SPECIES,1979,PRESERVED_SPECIMEN,NA,NHMTU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,93.250000000000000,30.649999999999999,CHN,4043253046,Pinaceae,SPECIES,1976,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,88.900000000000006,27.480000000000000,CHN,4044315510,Pinaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.980000000000004,28.170000000000002,CHN,4045044775,Pinaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,87.120000000000005,28.670000000000002,CHN,4043230210,Pinaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,97.459999999999994,28.660000000000000,CHN,2417494845,Pinaceae,VARIETY,1973,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,94.219999999999999,29.219999999999999,CHN,4043226822,Pinaceae,SPECIES,1973,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,97.469999999999999,28.670000000000002,CHN,4045120450,Pinaceae,VARIETY,1973,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.500000000000000,28.216667000000001,NPL,3312522241,Pinaceae,VARIETY,1971,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.049999999999997,28.216667000000001,NPL,3312525998,Pinaceae,SPECIES,1970,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,85.584999999999994,28.223600000000001,NPL,2576163284,Pinaceae,SPECIES,1949,PRESERVED_SPECIMEN,NA,NHMUK,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,94.799999999999997,29.733332999999998,CHN,575296384,Pinaceae,VARIETY,1947,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,94.750000000000000,29.300000000000001,CHN,574731027,Pinaceae,VARIETY,1938,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larix potaninii,Larix,97.466915999999998,28.661276000000001,CHN,1303793116,Pinaceae,SPECIES,1935,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,95.341655000000003,29.305190000000000,CHN,4165605388,Polypodiaceae,SPECIES,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,85.219999999999999,28.530000000000001,CHN,615370528,Polypodiaceae,SPECIES,1993,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,85.290000000000006,28.850000000000001,CHN,2417391091,Polypodiaceae,SPECIES,1990,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,88.900000000000006,27.480000000000000,CHN,2417314732,Polypodiaceae,SPECIES,1981,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,91.950000000000003,28.000000000000000,CHN,4045205531,Polypodiaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,97.459999999999994,28.660000000000000,CHN,2417499222,Polypodiaceae,VARIETY,1973,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,85.980000000000004,28.170000000000002,CHN,4043259506,Polypodiaceae,SPECIES,1972,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,85.299999999999997,28.850000000000001,CHN,4044394647,Polypodiaceae,SPECIES,1972,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,88.451700000000002,27.554400000000001,IND,1056677919,Polypodiaceae,SPECIES,1945,PRESERVED_SPECIMEN,NA,NHMUK,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selliguea ebenipes,Selliguea,88.450000000000003,27.550000000000001,IND,1802484150,Polypodiaceae,SPECIES,NA,PRESERVED_SPECIMEN,NA,LD,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,85.090000000000003,27.609999999999999,NPL,4042827611,Athyriaceae,SPECIES,2017,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,85.450000000000003,28.180000000000000,NPL,4042938164,Athyriaceae,SPECIES,2017,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,85.985799999999998,28.039200000000001,CHN,3027967050,Athyriaceae,SPECIES,2006,MATERIAL_SAMPLE,NMNH Material Samples (USNM),US,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,86.430000000000007,27.420000000000002,NPL,4042713163,Athyriaceae,SPECIES,2002,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,88.900000000000006,27.480000000000000,CHN,2417312694,Athyriaceae,SPECIES,1981,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,91.950000000000003,28.000000000000000,CHN,4043242642,Athyriaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,85.299999999999997,28.850000000000001,CHN,4043243908,Athyriaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,85.980000000000004,28.170000000000002,CHN,4045528615,Athyriaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,95.329999999999998,29.320000000000000,CHN,2417423684,Athyriaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athyrium fimbriatum,Athyrium,87.500000000000000,27.250000000000000,NPL,3770150305,Athyriaceae,SPECIES,1971,PRESERVED_SPECIMEN,NA,MICH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus arborea,Prunus,95.329999999999998,29.320000000000000,CHN,2417425995,Rosaceae,VARIETY,1983,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,90.288719999999998,27.717900000000000,BTN,4062129596,Dryopteridaceae,SPECIES,2022,PRESERVED_SPECIMEN,Tropicos,THIM,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,90.281333000000004,27.712733000000000,BTN,1257815789,Dryopteridaceae,SPECIES,2011,PRESERVED_SPECIMEN,Tropicos,THIM,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,97.469999999999999,28.670000000000002,CHN,4045505990,Dryopteridaceae,SPECIES,2007,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,94.870000000000005,29.899999999999999,CHN,615377459,Dryopteridaceae,SPECIES,1994,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,87.950000000000003,27.550000000000001,NPL,575107741,Dryopteridaceae,SPECIES,1989,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,87.230000000000004,27.980000000000000,CHN,615377471,Dryopteridaceae,SPECIES,1989,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,87.219999999999999,27.969999999999999,CHN,615377469,Dryopteridaceae,SPECIES,1989,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,87.219999999999999,27.930000000000000,CHN,615377470,Dryopteridaceae,SPECIES,1989,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,78.411398000000005,31.014091000000001,IND,685751910,Dryopteridaceae,SPECIES,1984,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,94.359999999999999,29.629999999999999,CHN,2417646842,Dryopteridaceae,SPECIES,1983,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,95.760000000000005,29.850000000000001,CHN,2417694310,Dryopteridaceae,SPECIES,1983,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,97.459999999999994,28.660000000000000,CHN,2417491438,Dryopteridaceae,SPECIES,1982,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,95.329999999999998,29.320000000000000,CHN,2417421773,Dryopteridaceae,SPECIES,1980,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,88.900000000000006,27.480000000000000,CHN,2417311596,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,92.590000000000003,29.140000000000001,CHN,2417361405,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,85.290000000000006,28.850000000000001,CHN,2417388241,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,85.980000000000004,28.170000000000002,CHN,4044620050,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,91.950000000000003,28.000000000000000,CHN,4045358509,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,85.299999999999997,28.850000000000001,CHN,4045364657,Dryopteridaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,YUKU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,85.416669999999996,28.083330000000000,NPL,2514924827,Dryopteridaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,85.150000000000006,28.116669999999999,NPL,2517032777,Dryopteridaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,95.329999999999998,29.329999999999998,CHN,4044289808,Dryopteridaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,YUKU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,74.353099999999998,34.034399999999998,IND,1056212586,Dryopteridaceae,SPECIES,1956,PRESERVED_SPECIMEN,NA,NHMUK,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,94.213460999999995,29.215696999999999,CHN,1303815932,Dryopteridaceae,SPECIES,1938,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,97.466915999999998,28.661276000000001,CHN,1303617857,Dryopteridaceae,SPECIES,1935,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,88.450000000000003,27.550000000000001,IND,1802482943,Dryopteridaceae,SPECIES,NA,PRESERVED_SPECIMEN,NA,LD,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,71.780000000000001,35.850000000000001,PAK,615377488,Dryopteridaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum prescottianum,Polystichum,77.579999999999998,34.170000000000002,IND,615377490,Dryopteridaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meconopsis sulphurea,Meconopsis,94.658990000000003,29.615114999999999,CHN,4976385092,Papaveraceae,SPECIES,2023,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meconopsis sulphurea,Meconopsis,94.640226999999996,29.615931000000000,CHN,5133959830,Papaveraceae,SPECIES,2023,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,95.329999999999998,29.320000000000000,CHN,2417425427,Fabaceae,SPECIES,1983,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,97.459999999999994,28.660000000000000,CHN,2417498196,Fabaceae,SPECIES,1980,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,85.299999999999997,28.850000000000001,CHN,4045376628,Fabaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,95.329999999999998,29.329999999999998,CHN,4043267663,Fabaceae,SPECIES,1973,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,97.469999999999999,28.670000000000002,CHN,4045218995,Fabaceae,SPECIES,1973,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,85.133332999999993,27.199999999999999,NPL,4521434191,Fabaceae,SPECIES,NA,PRESERVED_SPECIMEN,NA,TI,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,84.120000000000005,28.390000000000001,NPL,3042969906,Fabaceae,SPECIES,NA,HUMAN_OBSERVATION,NA,"Kunming Institute of Bonty, Chinese Academy of Sciences",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callerya cinerea,Callerya,90.430000000000007,27.510000000000002,BTN,3042969960,Fabaceae,SPECIES,NA,HUMAN_OBSERVATION,NA,"Kunming Institute of Bonty, Chinese Academy of Sciences",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
